word,count,mean_rating,mean_polarity,category
balance,73,4.575342465753424,0.8775986301369865,CATE
weight,203,4.615763546798029,0.9126241379310345,ANTICIPATION
thrill,142,4.957746478873239,0.9329126760563381,ANTICIPATION
chosen,39,4.794871794871795,0.8805384615384612,CATE
courteous,240,4.945833333333334,0.9501541666666667,CATE
advantage,79,4.949367088607595,0.9583392405063292,CATE
kick,20,4.95,0.8501200000000001,ANGER
happily,43,5.0,0.9305674418604654,JOY
cap,19,4.947368421052632,0.9489210526315791,ANTICIPATION
fire,32,4.78125,0.9025749999999999,FEAR
main,132,4.621212121212121,0.862964393939394,CATE
gentleman,43,4.674418604651163,0.847806976744186,TRUST
complaint,45,4.088888888888889,0.5960822222222222,ANGER
skillful,32,4.9375,0.934025,TRUST
energetic,17,5.0,0.9445470588235295,CATE
educational,92,4.967391304347826,0.9120945652173913,TRUST
holiday,117,4.786324786324786,0.9280666666666666,ANTICIPATION
brother,58,4.896551724137931,0.9243,TRUST
forced,22,4.409090909090909,0.6592863636363635,FEAR
equally,46,4.804347826086956,0.9014891304347826,CATE
famous,72,4.833333333333333,0.8800305555555555,CATE
encourage,36,4.972222222222222,0.9252916666666668,JOY
forgotten,40,4.825,0.8061550000000001,FEAR
usual,51,4.803921568627451,0.9075039215686275,TRUST
patience,24,5.0,0.9255083333333333,ANTICIPATION
credit,59,4.271186440677966,0.7920847457627117,TRUST
pacific,72,4.944444444444445,0.9094722222222222,CATE
entertaining,211,4.981042654028436,0.9435469194312797,ANTICIPATION
remarkable,59,4.983050847457627,0.9336983050847457,JOY
educated,29,5.0,0.9142965517241378,CATE
maximum,32,4.5625,0.700234375,CATE
classic,35,4.885714285714286,0.9223685714285713,CATE
thoughtful,58,4.9655172413793105,0.9681775862068965,TRUST
graciously,22,4.954545454545454,0.9490999999999999,CATE
question,112,4.910714285714286,0.8797267857142858,CATE
shining,23,4.565217391304348,0.8630521739130436,ANTICIPATION
refused,17,3.1176470588235294,0.03317647058823528,SADNESS
fairly,68,4.588235294117647,0.934805882352941,TRUST
shot,87,4.804597701149425,0.8673816091954024,ANGER
fee,49,4.6938775510204085,0.9020693877551021,ANGER
inaccessible,87,4.9655172413793105,0.9115413793103451,CATE
determined,33,4.545454545454546,0.9182818181818182,CATE
approaching,17,4.647058823529412,0.9560705882352941,ANTICIPATION
diverse,23,5.0,0.7072347826086955,CATE
lie,19,4.526315789473684,0.7824631578947369,ANGER
boring,28,3.642857142857143,0.5740678571428571,CATE
peace,27,5.0,0.9705259259259259,ANTICIPATION
